Token	Gold annotation	Candidates	Prediction	Gold ann in candidates?	Correct?	sent id	sent date
Christ Church	Q5108699	Q5108734 Q5108766 Q14706226 Q979481 Q15210023 Q5108672 Q19353188 Q5108726 Q5108858 Q17550612 Q5108686 Q5108702 Q994899 Q5108737 Q26379850 Q5108674 Q5108718 Q14691903 Q5108727 Q94608856 Q5108713 Q5108745 Q5108758 Q5108722 Q1772990 Q26402776 Q10451509 Q5108783 Q5108748 Q5108670 Q28219712 Q1087458 Q5108728 Q5108760 Q17535347 Q94702192 Q5108751 Q14712169 Q5108703 Q5108741 Q5108743 Q5108754 Q5108700 Q7731108 Q26518331 Q17533861 Q5108778 Q21008688 Q19353838 Q5108746 Q1626524 Q5108757 Q5108742 Q5108761 Q16258227 Q5108759 Q26484321 Q5108779 Q5108684 Q1026917 Q19362878 Q24182661 Q28403912 Q16900415 Q17549090 Q15978937 Q26387050 Q5108831 Q26552947 Q5108816 Q5108753 Q5108750 Q5108736 Q23091464 Q19353999 Q745967 Q960813 Q24060152 Q23302257 Q5108715 Q5108755 Q5108705 Q16826690 Q5108739 Q17194283 Q5108689 Q5108740 Q19654370 Q28963240 Q5108785 Q5108762 Q17553263 Q17743129 Q2900587 Q20876066	Q16826690	False	False	#document_id:TheMusicalTimes__1876-397.txt_366	#document_date:1876	B-worship-place
Macclesfield	Q868637	Q18521 Q868637 Q6722913 Q2023677 Q1459692 Q6722934 Q6722912 Q6722935 Q3336829	Q868637	True	True	#document_id:TheMusicalTimes__1876-397.txt_366	#document_date:1876	B-city
M. Le- vassor	Q3385954	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-029.txt_472	#document_date:1843	B-person
Royal Society of Musi-	Q7374846	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2747	#document_date:1824	B-organization
The Banks of Allan Water	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_3429	#document_date:1825	B-music
Cipriani Potter	Q1092737	Q1092737	Q1092737	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_3429	#document_date:1825	B-person
W. H.- Cummings	Q3827349	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-397.txt_1352	#document_date:1876	B-person
Daniel	Q80115	Q969015 Q80115 Q3358373 Q2707815 Q3701850 Q14516546 Q2483298 Q1159854 Q171724 Q365773 Q16902799 Q5216315 Q2659579 Q483162 Q4172098 Q5219187 Q4154537 Q380124 Q2731738 Q708907 Q1161999 Q476822 Q5216318 Q5216314 Q4037016 Q2418113	Q80115	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1600	#document_date:1826	B-book
Rossini	Q9726	Q9726 Q3941641 Q3941643	Q3941641	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_526	#document_date:1824	B-person
Handel	Q7302	Q7302 Q3696641 Q2317222 Q5628941	Q7302	True	True	#document_id:TheMusicalWorld__1844-006.txt_157	#document_date:1844	B-person
Quoniam tu sanctus solus	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_250	#document_date:1828	B-music
Mass for Eight Voices	Q723790	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_250	#document_date:1828	B-music
Vincent Novello	Q2526705	Q2526705	Q2526705	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_250	#document_date:1828	B-person
Amsterdam	Q727	Q19600168 Q9899 Q207970 Q4748816 Q5646425 Q64860145 Q122781 Q727 Q8138 Q39400914 Q4748818 Q2049529 Q26674641 Q4748823 Q478433 Q3095631 Q3152900 Q14117313 Q631765 Q19059403 Q478476 Q478456 Q478362 Q6382996 Q194215 Q4748822 Q20857801 Q2038528 Q478771	Q727	True	True	#document_id:TheHarmonicon__1833-005.txt_1753	#document_date:1833	B-city
M. Lafont	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1833-005.txt_1753	#document_date:1833	B-person 
British Schools	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2078	#document_date:1875	B-organization
Steiner	NIL	Q7606856 Q78484 Q228198 NIL	Q7606856	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1372	#document_date:1824	B-person
Denmark	Q35	Q5257924 Q5257931 Q5257933 Q2349857 Q5257927 Q35 Q5257992 Q520935 Q5257929 Q115534 Q5257930 Q22286761 Q936697 Q1016303 Q3476682 Q5257926 Q12889496 Q1013988 NIL	Q35	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1372	#document_date:1824	B-country
Copenhagen	Q1748	Q1748 Q849727 Q1561910 Q16249479 Q5168446 Q16951457 Q1164128 Q206277 Q1751706 Q5168450 Q504125 Q5168449 Q3459904	Q1748	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1372	#document_date:1824	B-city
Three Easy Duets for Two Violoncellos	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_313	#document_date:1828	B-music
Ebdon	Q3525084	NIL NIL NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_2219	#document_date:1875	B-person
Magnificat	NIL	Q66384937 Q314221 Q15681926 Q1475933 Q3729006 Q518091 Q200809 Q896098 Q17014791 Q16950072 Q769460 Q18663684 Q3676459 Q15833350 Q6731722 Q104418529	Q200809	False	False	#document_id:TheMusicalTimes__1875-388.txt_2219	#document_date:1875	B-music
Nunc dimittis	NIL	Q725548 Q3346395	Q725548	False	False	#document_id:TheMusicalTimes__1875-388.txt_2219	#document_date:1875	B-music
T	NIL	Q6145990 Q4959184 Q17855994 Q171985 Q422464 Q665745 Q335644 Q7672623 Q4266909 Q1934866 Q186521 Q127 Q213092 Q14885879 Q3512650 Q14415 Q269878 Q182438 Q172457 Q93344 Q612108 Q327362 Q1129111 Q1755582 Q16531269 Q930170 Q191118 Q7243729 Q268713 Q743705 Q434745 Q1313369 Q916504 Q9813 Q171973 Q54389 Q182323 Q378910 Q163343 Q108529	Q9813	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_92	#document_date:1824	B-person
Battimore	Q5092	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-036.txt_607	#document_date:1843	B-city
United States	Q30	Q1968496 Q4005656 Q1269370 Q1545509 Q3965121 Q185989 Q30 Q48525 Q16959097	Q48525	True	False	#document_id:TheMusicalWorld__1843-036.txt_607	#document_date:1843	B-country
Holy Scriptureg	Q1845	NIL	NIL	False	False	#document_id:TheMusicalTimes__1873-366.txt_2793	#document_date:1873	B-book
GEorGE Norsury	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_2793	#document_date:1873	B-person
St. Stephen 's Mission Chapel	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_2212	#document_date:1873	B-worship-place
Lewisham	Q6537297	Q6537299 Q743940 Q215030 Q6537317 Q21907356 Q6537297 Q801096	Q21907356	True	False	#document_id:TheMusicalTimes__1873-366.txt_2212	#document_date:1873	B-city-district
Morden College Chapel	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_2212	#document_date:1873	B-worship-place
Blackheath	Q880861	Q879903 Q526224 Q880861 Q3139742 Q2575395	Q880861	True	True	#document_id:TheMusicalTimes__1873-366.txt_2212	#document_date:1873	B-city-district
Sonderhausen	Q517407	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1349	#document_date:1824	B-city-district
Prince of Swartzburg	Q832878	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1349	#document_date:1824	B-person
Norma	Q320353	Q450180 Q36661 Q541364 Q3285327 Q320353 Q1514676 Q580926 Q57451809 Q14705812 Q10582 Q7050705 Q128119 Q5948173	Q1514676	True	False	#document_id:TheMusicalWorld__1843-036.txt_383	#document_date:1843	B-opera
Saratelli	Q1522112	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1463	#document_date:1825	B-person
Galuppi	Q208338	Q208338 NIL	Q208338	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1463	#document_date:1825	B-person
St. Mark	Q172988	Q1626816 Q31966	Q1626816	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1463	#document_date:1825	B-worship-place
Venice	Q641	Q7919964 Q16310 Q641 Q773853 Q21160189 Q57325 Q962040 Q4948 Q579637 Q607094 Q7919970 Q7919969 Q1955035 Q783335	Q641	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1463	#document_date:1825	B-city
Mr. Manns	Q4820769	Q2725773 Q7790566	Q2725773	False	False	#document_id:TheMusicalTimes__1876-397.txt_1383	#document_date:1876	B-person
Sir John Malcolm	Q1700959	Q1700959 Q6246496 Q6246492 Q6246501 Q6246494	Q1700959	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1158	#document_date:1826	B-person
Rameau	Q1145	Q1145 Q2102884	Q1145	True	True	#document_id:TheMusicalWorld__1843-038.txt_205	#document_date:1843	B-person
Mrs. A. Shaw	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-038.txt_304	#document_date:1843	B-person
Mr. Phillips	NIL	Q7965235 Q1627928 Q61470 Q374404 Q6766212 Q7185867 Q18600457 Q11850951 Q4484213 Q2793828 Q1600960 Q669119 Q496577 Q1569601 Q312451 Q422726 Q892447 Q7185866 Q928106	Q7185866	False	False	#document_id:TheMusicalWorld__1843-038.txt_304	#document_date:1843	B-person
Il favore degli dei	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1370	#document_date:1825	B-opera
La Gloria degli amori	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1370	#document_date:1825	B-opera
Eraelea	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1370	#document_date:1825	B-opera
Agnes Robinson	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2399	#document_date:1876	B-person
Carmichael	NIL	Q25172034 Q16865385 NIL Q1043771 Q1006574 Q5043657 Q1999523 NIL	Q25172034	True	False	#document_id:TheMusicalTimes__1876-397.txt_2399	#document_date:1876	B-person
Messrs. Hobart	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2399	#document_date:1876	B-person
Peake	NIL	Q7157875 NIL Q5355846 NIL	Q7157875	True	False	#document_id:TheMusicalTimes__1876-397.txt_2399	#document_date:1876	B-person
C. J. Lenton	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2399	#document_date:1876	B-person
Wilson	NIL	Q8022961 Q171034 Q8003637 Q211029 Q20650048 Q595348 Q1471494 Q471387 Q3376165 Q606928 Q496902 Q5729467 Q8022934 Q510900 Q1041488 Q704931 Q8014944 Q931286 Q817749 Q2254974 Q1181615 Q501606 Q1645480 Q982523 Q50130673 Q15885769 Q2144465 Q8022936 Q287460 Q2838851 Q8022958 Q8004494 Q8022944 Q1940623 Q14644999 Q1928331 Q8022963 Q21536940 Q162900 Q34296 Q22073143 Q8004523 Q606696 Q374256 Q953702 Q5223089 Q2242838 Q8022965 Q6924620 Q365181 Q16170946 Q156479 Q472056 Q25352017	Q8003637	False	False	#document_id:TheMusicalTimes__1876-397.txt_2399	#document_date:1876	B-person
Mr. Waddington	NIL	Q7958990 Q7958989 Q991481 Q2618433 Q7958985	Q7958985	False	False	#document_id:TheMusicalTimes__1876-397.txt_2380	#document_date:1876	B-person
MISS DOLBY	Q4164386	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-038.txt_822	#document_date:1843	B-person
Rossini	Q9726	Q9726 Q3941641 Q3941643	Q3941641	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_831	#document_date:1825	B-person
Mendelssohn	Q46096	Q16225590 Q41783627 Q48796795 Q46096	Q16225590	True	False	#document_id:TheMusicalTimes__1873-366.txt_1062	#document_date:1873	B-person
The Pirates	Q7757254	Q18757821 Q1137359 Q2423257 Q6669284 Q7757254 Q15979736 Q7720462 Q48925 Q1444614 NIL	Q7757254	True	True	#document_id:TheHarmonicon__1828-001.txt_211	#document_date:1828	B-opera
The Haunted Tower	Q85807416	Q85807416 NIL	Q85807416	True	True	#document_id:TheHarmonicon__1828-001.txt_211	#document_date:1828	B-opera
Costa	NIL	Q5789994 Q2671589 Q196672 Q1383242 Q19903884 Q3107147 Q55241 Q725071 Q608845 Q357807	Q2671589	False	False	#document_id:DwightSJournalOfMusic__1873-016.txt_722	#document_date:1873	B-person
Charles Nichoison ’s Flute Manufactory	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-038.txt_834	#document_date:1843	B-company
Haoway - street	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-038.txt_834	#document_date:1843	B-road
Choruses in the Messiah as Duets	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-038.txt_834	#document_date:1843	B-book
Miss Paton	Q16888398	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2288	#document_date:1828	B-person
Madame Caradori Allan	Q16065895	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2288	#document_date:1828	B-person
Signor de Begnis	Q3770409	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2288	#document_date:1828	B-person
Maid of Isla	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1828-001.txt_1194	#document_date:1828	B-song
Mozart	Q254	Q675546 Q254 Q6927889 Q937120 Q7997600 Q4300598 Q1951300 Q1000168 Q3327043	Q254	True	True	#document_id:TheMusicalTimes__1873-366.txt_2060	#document_date:1873	B-person
Jupiter Symphony	Q232367	Q232367 NIL	Q232367	True	True	#document_id:TheMusicalTimes__1873-366.txt_2060	#document_date:1873	B-symphony
Mrs. Moscheles	Q159551	NIL	NIL	False	False	#document_id:TheMusicalTimes__1873-366.txt_1108	#document_date:1873	B-person
South Wales Choral Union	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_1527	#document_date:1873	B-organization
Marlborough Honse	Q565532	NIL	NIL	False	False	#document_id:TheMusicalTimes__1873-366.txt_1527	#document_date:1873	B-building
Rameau	Q1145	Q1145 Q2102884	Q1145	True	True	#document_id:TheMusicalWorld__1843-038.txt_94	#document_date:1843	B-person
Miss Little	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_2062	#document_date:1873	B-person
Mr. Thomas Acland	NIL	Q7529110 Q7529113	Q7529110	False	False	#document_id:TheMusicalTimes__1873-366.txt_2062	#document_date:1873	B-person
O Cara Memoria	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_390	#document_date:1826	B-music
Jerome Paer	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_390	#document_date:1826	B-person
Clifton	NIL	Q1520296 Q17509986 Q5133125 Q254428 Q5133166 Q5133129 Q3680711 Q5133132 Q5133164 Q5133147 Q5133134 Q982843 Q16890435 Q1868347 Q5133189 Q246623 Q5133151 Q18206021 Q5133136 Q5133149 Q14690236 Q2418714 Q963695 Q2376216 Q5133133 Q5133126 Q5133127 Q1374067 Q5133143 Q2240808 Q3338975 Q2979111 Q5133152 Q5133169 Q2671816 Q5133160 Q1511100 Q5133163 Q2979102 Q5133131 Q1101367 Q5133148 Q5133130 Q691583 Q3450714 Q14712185 Q59526 Q5537977 Q5133162 Q5133137 Q5133139 Q2979103	Q16890435	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_16	#document_date:1825	B-person
Ero	NIL	Q17050086 Q13604588	Q17050086	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_16	#document_date:1825	B-music
C. M. von Weber	Q154812	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_1650	#document_date:1875	B-person
Jubel Cantata	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1650	#document_date:1875	B-nan
Mozart	Q254	Q675546 Q254 Q6927889 Q937120 Q7997600 Q4300598 Q1951300 Q1000168 Q3327043	Q254	True	True	#document_id:TheMusicalTimes__1873-366.txt_694	#document_date:1873	B-person
Mass Fantasias	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_694	#document_date:1873	B-music
Martha	NIL	Q1536726 Q6774315 Q184805 Q2454293 Q7148304 Q2683642 Q14690904 Q168488 Q16279062 Q6774314 Q18157590 Q18356577 Q232453 Q682665 Q473359 Q2912298	Q168488	False	False	#document_id:TheMusicalTimes__1873-366.txt_694	#document_date:1873	B-person
Vienna	Q1741	Q2523320 Q2224889 Q3447534 Q1028144 Q2287208 Q25183367 Q755083 Q9304410 Q13425379 Q3708598 Q7928297 Q603409 Q2297508 Q2844887 Q577544 Q7928301 Q749045 Q32999 Q1741 Q2892259 Q7928293 Q7928300 Q7394505 Q952461 Q784979 Q1002926 Q47814191	Q2892259	True	False	#document_id:DwightSJournalOfMusic__1875-006.txt_694	#document_date:1875	B-city
opera of Dido	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1824-016.txt_1695	#document_date:1824	B-opera
Batchelor	NIL	Q17918 Q19986525	Q19986525	False	False	#document_id:TheMusicalTimes__1875-388.txt_2062	#document_date:1875	B-person
Miss E. Thompson	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2062	#document_date:1875	B-person
Hagan	NIL	Q2079334 Q5638523 Q348056	Q5638523	False	False	#document_id:TheMusicalTimes__1875-388.txt_2062	#document_date:1875	B-person
F. O. Stevens	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2062	#document_date:1875	B-person
Wickes	NIL	Q2793161 Q17107937 Q7998350	Q17107937	False	False	#document_id:TheMusicalTimes__1875-388.txt_2062	#document_date:1875	B-person
Master Moorley	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2062	#document_date:1875	B-person
Himlaya	Q5451	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_929	#document_date:1826	B-mountain
Caucasus	Q5477	Q39070082 Q5477 Q18869	Q18869	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_929	#document_date:1826	B-mountain
G. Hargreaves	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_442	#document_date:1876	B-person
Knightley Grange	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_442	#document_date:1876	B-building
Eccleshall	Q2123282	Q2123282	Q2123282	True	True	#document_id:TheMusicalTimes__1876-402.txt_442	#document_date:1876	B-city
Staffordshire	Q23105	Q23105 Q11797287	Q23105	True	True	#document_id:TheMusicalTimes__1876-402.txt_442	#document_date:1876	B-county
Salieri	Q51088	NIL Q51088 NIL	Q51088	True	True	#document_id:TheHarmonicon__1824-016.txt_1690	#document_date:1824	B-person
Mr. Wyke	NIL	Q3876632 Q709404 Q7958054 Q17990142 Q3161788 Q7958053 Q8039845	Q17990142	False	False	#document_id:TheMusicalWorld__1843-038.txt_478	#document_date:1843	B-person
Zauberfiote	Q5064	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-038.txt_478	#document_date:1843	B-opera
Massaniello	Q470773	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-038.txt_478	#document_date:1843	B-opera
St. Mary - at - Hiil Church	Q7594548	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-397.txt_805	#document_date:1876	B-worship-place
Eastcheap	Q1790942	Q1790942	Q1790942	True	True	#document_id:TheMusicalTimes__1876-397.txt_805	#document_date:1876	B-road
City	Q84	Q50602 Q48954 Q7723148 Q6664406 Q5123013 Q5123008 Q2520380 Q19444 Q18519 Q3505887 Q515 Q5213276 Q16154667 Q19477 Q2305609 Q4421073 Q5123550 Q17156978 Q1054813 Q7723151 Q2585894 Q319753 Q1428 Q5123010 Q3306197 Q445559 Q3957 Q1757399 Q18662 Q797 Q2340967 Q5589247 Q3283675 Q47682 Q18721 Q48879 Q5122935 Q7225124 Q56598007 Q7010335 Q1070732 Q368500 Q4683534 Q5123007 Q3199141 Q48939 Q18736 Q19456 Q1882874 Q1532871 Q25238665 Q4036244 Q19481 Q7723147 Q18460 Q18659 Q5123012 Q494721 Q516156 Q5653 Q56276564 Q18148906 Q5123006 Q2974552 Q2777377 Q200250 Q7860957 Q2118564 Q6664398 Q16154663 Q28791161 Q5122938 Q478110 Q2306321 Q264129 Q19580	Q5123013	False	False	#document_id:TheMusicalTimes__1876-397.txt_805	#document_date:1876	B-city
Mendelssohn	Q46096	Q16225590 Q41783627 Q48796795 Q46096	Q41783627	True	False	#document_id:DwightSJournalOfMusic__1873-016.txt_275	#document_date:1873	B-person
The Sun on the Lake shines serene	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_567	#document_date:1825	B-work-of-art
St. George ’s Hall	Q3527559	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_3700	#document_date:1876	B-theatre
M. Amme	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1833-005.txt_1758	#document_date:1833	B-person
Worshipful Company of Merchant Taylors	Q8037066	Q8037066 NIL	Q8037066	True	True	#document_id:TheMusicalTimes__1876-402.txt_1996	#document_date:1876	B-company
Great Room	NIL	Q5600391 NIL	Q5600391	True	False	#document_id:TheHarmonicon__1832-012.txt_1607	#document_date:1832	B-building
Leipsic	Q2079	Q755677 NIL Q1026003 NIL	Q755677	False	False	#document_id:TheHarmonicon__1832-012.txt_1607	#document_date:1832	B-city
Braham	Q1699393	Q922449 Q16860333	Q16860333	False	False	#document_id:TheMusicalWorld__1843-038.txt_29	#document_date:1843	B-person
The Rose and the Lil ly	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3485	#document_date:1826	B-music
Sir Fohn Stevenson	Q4442571	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3485	#document_date:1826	B-person
Muzio Clementi	Q193673	Q193673	Q193673	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_278	#document_date:1826	B-person
Walter j. kiey	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_2224	#document_date:1873	B-person
his Majesty the Emperor	Q76555	NIL	NIL	False	False	#document_id:DwightSJournalOfMusic__1875-006.txt_414	#document_date:1875	B-person
S. Peter ’s Church	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_2190	#document_date:1876	B-worship-place
Dr. Spark	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_2190	#document_date:1876	B-person
Cherubini	Q20721	Q20721	Q20721	True	True	#document_id:TheHarmonicon__1824-016.txt_2374	#document_date:1824	B-person
Tancredi	Q911443	Q468653 Q1082937 Q911443	Q911443	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_3481	#document_date:1825	B-opera
Rossini	Q9726	Q9726 Q3941641 Q3941643	Q3941641	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_3481	#document_date:1825	B-person
Greek Committee	Q2985590	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_2544	#document_date:1826	B-organization
Paris	Q90	Q1577076 Q21780569 Q2220917 Q7137172 Q20709367 Q15119639 Q7137175 Q7137164 Q691491 Q930765 Q576584 Q366081 Q20813664 Q3382754 Q7137187 Q1931701 Q1341876 Q7131746 Q7137192 Q2300075 Q30621726 Q7137186 Q1818121 Q28337101 Q7137194 Q1751748 Q1018504 Q3687815 Q1158980 Q10981622 Q984459 Q22317569 Q65921527 Q1124162 Q90 Q7137363 Q960025 Q2219239 Q20812805 Q3181341 Q631707 Q3305306 Q1451948 Q7137190 Q162121 Q538772 Q67744612 Q7137161 Q7137184 Q23826199 Q7137197 Q60751943 Q483020 Q79917 Q20712325 Q830149 Q167646 Q7137193 Q934294 Q104197 Q2052318 Q520621 Q55612277 Q3365241 Q923849 Q7137185 Q151298 Q1132962	Q90	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_2544	#document_date:1826	B-city
